File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A3GF_006_ET_500m_doy2021001_aid0001,ET_500m,aid0001,2021-01-01,908.0,1001.7,1729.3,"(1001.7,1729.3)",1219.6052863,116.3831575,13545.0393553,1293.05,1523.3,1200.85,1001.7,1130.975
MOD16A3GF_006_ET_500m_doy2021001_aid0002,ET_500m,aid0002,2021-01-01,2519.0,792.0,1886.1,"(792.0,1886.1)",1202.6970623,134.3627445,18053.3471212,1253.85,1455.6,1174.5,919.8,1118.05
MOD16A3GF_006_ET_500m_doy2021001_aid0003,ET_500m,aid0003,2021-01-01,2591.0,746.7,1793.7,"(746.7,1793.7)",1189.8378618,136.5318383,18640.9428698,1254.95,1472.1,1176.0,892.5,1109.75
MOD16A3GF_006_ET_500m_doy2021001_aid0004,ET_500m,aid0004,2021-01-01,966.0,1005.6,1794.1,"(1005.6,1794.1)",1240.8021739,115.8081838,13411.5354301,1296.15,1492.7,1223.35,1005.6,1158.7
MOD16A3GF_006_ET_500m_doy2021001_aid0005,ET_500m,aid0005,2021-01-01,1813.0,807.4,2020.2,"(807.4,2020.2)",1218.5578599,137.5923052,18931.6424603,1288.6,1511.2,1202.3,915.1,1137.3
MOD16A3GF_006_ET_500m_doy2021001_aid0006,ET_500m,aid0006,2021-01-01,1503.0,807.3,1896.4,"(807.3,1896.4)",1222.8017964,146.3818257,21427.6388857,1298.75,1557.6,1192.1,871.4,1123.9
MOD16A3GF_006_ET_500m_doy2021001_aid0007,ET_500m,aid0007,2021-01-01,1068.0,928.0,1722.1,"(928.0,1722.1)",1153.6858614,91.5287869,8377.5188357,1193.225,1343.5,1143.85,963.1,1092.7
MOD16A3GF_006_ET_500m_doy2021001_aid0008,ET_500m,aid0008,2021-01-01,529.0,765.5,1784.9,"(765.5,1784.9)",1231.5287335,130.4520945,17017.7489664,1299.8,1528.6,1222.9,912.0,1142.3
MOD16A3GF_006_ET_500m_doy2021001_aid0009,ET_500m,aid0009,2021-01-01,1084.0,930.7,1783.1,"(930.7,1783.1)",1301.8747232,124.2464138,15437.1713537,1370.55,1586.5,1282.75,1002.1,1223.1
MOD16A3GF_006_ET_500m_doy2021001_aid0010,ET_500m,aid0010,2021-01-01,1323.0,765.4,1722.1,"(765.4,1722.1)",1127.6520786,116.5993856,13595.4167209,1178.55,1367.6,1102.3,876.0,1052.2
MOD16A3GF_006_ET_500m_doy2021001_aid0011,ET_500m,aid0011,2021-01-01,4065.0,869.4,1910.3,"(869.4,1910.3)",1244.4637884,126.8601115,16093.4878991,1303.2,1518.3,1221.0,947.2,1159.3
MOD16A3GF_006_ET_500m_doy2021001_aid0012,ET_500m,aid0012,2021-01-01,4617.0,862.1,2085.0,"(862.1,2085.0)",1340.3816548,172.9399169,29908.2148746,1441.2,1781.8,1314.9,905.0,1213.8
MOD16A3GF_006_ET_500m_doy2021001_aid0013,ET_500m,aid0013,2021-01-01,3626.0,875.5,1935.8,"(875.5,1935.8)",1259.4747656,128.6840103,16559.5745011,1345.975,1617.1,1237.85,904.5,1165.2
MOD16A3GF_006_ET_500m_doy2021001_aid0014,ET_500m,aid0014,2021-01-01,1773.0,980.4,1989.4,"(980.4,1989.4)",1416.3188381,161.9747817,26235.8299102,1505.3,1801.8,1395.7,1044.1,1307.3
MOD16A3GF_006_ET_500m_doy2021001_aid0015,ET_500m,aid0015,2021-01-01,901.0,917.2,1751.0,"(917.2,1751.0)",1308.9442841,128.1368296,16419.0471066,1384.3,1613.6,1303.0,994.8,1228.5
MOD16A3GF_006_ET_500m_doy2021001_aid0016,ET_500m,aid0016,2021-01-01,3546.0,874.3,1989.2,"(874.3,1989.2)",1383.6069374,136.4040184,18606.0562237,1470.475,1742.9,1376.5,1024.9,1288.525
MOD16A3GF_006_ET_500m_doy2021001_aid0017,ET_500m,aid0017,2021-01-01,4442.0,800.9,2030.5,"(800.9,2030.5)",1352.2793336,167.0591682,27908.7656963,1446.525,1740.6,1336.65,955.8,1250.025
MOD16A3GF_006_ET_500m_doy2021001_aid0018,ET_500m,aid0018,2021-01-01,1893.0,716.9,1726.4,"(716.9,1726.4)",1157.7454834,143.6260914,20628.4541331,1244.8,1522.2,1143.8,804.8,1059.1
MOD16A3GF_006_ET_500m_doy2021001_aid0019,ET_500m,aid0019,2021-01-01,1970.0,954.3,1816.0,"(954.3,1816.0)",1346.2548731,125.6949128,15799.2110955,1430.925,1690.9,1356.2,1007.6,1256.0
MOD16A3GF_006_ET_500m_doy2021001_aid0020,ET_500m,aid0020,2021-01-01,1239.0,855.9,2067.7,"(855.9,2067.7)",1364.1514931,163.058447,26588.0571386,1448.8,1735.5,1333.4,978.5,1256.5
MOD16A3GF_006_ET_500m_doy2021001_aid0021,ET_500m,aid0021,2021-01-01,3070.0,797.5,2026.3,"(797.5,2026.3)",1145.2325407,161.854407,26196.8490812,1216.0,1462.3,1127.75,809.2,1050.125
MOD16A3GF_006_ET_500m_doy2021001_aid0022,ET_500m,aid0022,2021-01-01,4982.0,731.3,1856.8,"(731.3,1856.8)",1092.0552589,123.0784202,15148.2975306,1162.6,1394.2,1081.75,793.2,1007.625
MOD16A3GF_006_ET_500m_doy2021001_aid0023,ET_500m,aid0023,2021-01-01,1029.0,834.1,1807.0,"(834.1,1807.0)",1312.4799806,157.8336405,24911.4580638,1437.9,1740.0,1303.7,873.8,1196.9
MOD16A3GF_006_ET_500m_doy2021001_aid0024,ET_500m,aid0024,2021-01-01,2851.0,827.7,2073.9,"(827.7,2073.9)",1161.2999649,195.5689312,38247.2068572,1273.9,1668.3,1140.1,827.7,1010.1
MOD16A3GF_006_ET_500m_doy2021001_aid0025,ET_500m,aid0025,2021-01-01,2437.0,802.8,1887.6,"(802.8,1887.6)",1119.8768978,126.0986689,15900.8742919,1186.5,1416.6,1104.4,818.0,1033.1
MOD16A3GF_006_ET_500m_doy2021001_aid0026,ET_500m,aid0026,2021-01-01,4849.0,515.2,1731.9,"(515.2,1731.9)",1035.6621365,155.3783977,24142.4464731,1124.1,1408.1,1022.9,653.0,934.7
MOD16A3GF_006_ET_500m_doy2021001_aid0027,ET_500m,aid0027,2021-01-01,6417.0,865.5,1911.6,"(865.5,1911.6)",1371.704566,148.3062849,21994.75414,1485.8,1815.7,1382.0,938.4,1262.9
MOD16A3GF_006_ET_500m_doy2021001_aid0028,ET_500m,aid0028,2021-01-01,1713.0,476.6,1302.0,"(476.6,1302.0)",883.4498541,116.1679599,13494.994911,952.7,1171.8,870.5,599.2,804.1
MOD16A3GF_006_ET_500m_doy2021001_aid0029,ET_500m,aid0029,2021-01-01,2261.0,994.8,2109.7,"(994.8,2109.7)",1472.9020787,134.1578104,17998.3180894,1547.9,1781.7,1484.5,1156.6,1391.2
MOD16A3GF_006_ET_500m_doy2021001_aid0030,ET_500m,aid0030,2021-01-01,1130.0,1029.8,1976.8,"(1029.8,1976.8)",1450.1729204,120.1940837,14446.6177623,1529.85,1760.8,1443.35,1140.0,1371.925
MOD16A3GF_006_ET_500m_doy2021001_aid0031,ET_500m,aid0031,2021-01-01,2597.0,511.3,1464.0,"(511.3,1464.0)",931.345129,121.8478713,14846.903747,1001.0,1229.3,920.2,620.7,847.2
MOD16A3GF_006_ET_500m_doy2021001_aid0032,ET_500m,aid0032,2021-01-01,630.0,864.1,1343.7,"(864.1,1343.7)",995.6122222,75.2325913,5659.9427871,1035.3,1169.1,973.45,864.1,945.5
MOD16A3GF_006_ET_500m_doy2021001_aid0033,ET_500m,aid0033,2021-01-01,3869.0,798.7,1866.5,"(798.7,1866.5)",1244.6812872,137.761549,18978.2443952,1340.7,1619.6,1230.8,868.5,1150.3
MOD16A3GF_006_ET_500m_doy2021001_aid0034,ET_500m,aid0034,2021-01-01,11700.0,497.8,1575.3,"(497.8,1575.3)",858.7816068,119.0663553,14176.7969574,921.4,1133.9,844.5,567.8,779.5
MOD16A3GF_006_ET_500m_doy2021001_aid0035,ET_500m,aid0035,2021-01-01,3302.0,971.4,2070.7,"(971.4,2070.7)",1534.1520291,124.314017,15453.9748157,1600.65,1814.1,1531.45,1252.9,1458.0
MOD16A3GF_006_ET_500m_doy2021001_aid0036,ET_500m,aid0036,2021-01-01,1103.0,1206.7,2089.8,"(1206.7,2089.8)",1478.9697189,137.0683013,18787.71921,1553.3,1810.7,1452.7,1206.7,1381.5
MOD16A3GF_006_ET_500m_doy2021001_aid0037,ET_500m,aid0037,2021-01-01,1254.0,595.9,1803.7,"(595.9,1803.7)",942.1695375,148.0792228,21927.4562172,1006.4,1251.2,917.1,649.1,842.925
MOD16A3GF_006_ET_500m_doy2021001_aid0038,ET_500m,aid0038,2021-01-01,2828.0,753.0,1867.7,"(753.0,1867.7)",1106.8351132,140.189478,19653.0897466,1182.7,1443.8,1085.4,753.0,1008.4
